date,areaCode,cumCasesBySpecimenDate,newCasesBySpecimenDate
21/04/2020,E08000013,628,41
21/04/2020,E10000021,995,14
21/04/2020,E10000023,800,33
21/04/2020,E10000014,2508,101
21/04/2020,E09000022,1100,12
21/04/2020,E06000036,196,6
21/04/2020,E09000002,482,14
21/04/2020,E06000045,401,20
21/04/2020,E06000003,272,19
21/04/2020,E06000012,109,2
21/04/2020,E06000056,460,30
21/04/2020,E09000025,936,12
21/04/2020,E06000041,332,17
21/04/2020,E10000003,676,34
21/04/2020,E06000050,700,43
21/04/2020,E08000025,2634,87
21/04/2020,E06000023,530,20
21/04/2020,E09000014,546,11
21/04/2020,E09000003,1183,27
21/04/2020,E06000052,455,14
21/04/2020,E09000032,913,9
21/04/2020,E09000007,550,6
21/04/2020,E10000008,634,20
21/04/2020,E08000026,623,34
21/04/2020,E06000011,436,22
21/04/2020,E09000018,662,22
21/04/2020,E09000021,471,16
21/04/2020,E06000001,184,11
21/04/2020,E10000031,1066,36
21/04/2020,E06000058,383,18
21/04/2020,E06000018,504,31
21/04/2020,E06000054,383,22
21/04/2020,E09000004,651,15
21/04/2020,E09000023,930,31
21/04/2020,E10000034,1206,58
21/04/2020,E08000035,1304,78
21/04/2020,E06000004,329,15
21/04/2020,E06000039,353,5
21/04/2020,E08000024,1083,26
21/04/2020,E06000019,198,13
21/04/2020,E10000017,2541,101
21/04/2020,E08000006,688,27
21/04/2020,E09000028,1180,18
20/04/2020,N09000001,203,9
20/04/2020,N09000006,64,1
20/04/2020,N09000008,162,3
20/04/2020,W06000011,870,16
20/04/2020,N09000007,274,12
20/04/2020,S12000014,360,31
20/04/2020,N09000011,177,5
20/04/2020,S12000035,94,15
20/04/2020,E08000019,1859,64
20/04/2020,W06000022,630,10
20/04/2020,W06000001,58,3
20/04/2020,W06000009,174,8
20/04/2020,W06000021,220,2
20/04/2020,E10000013,1024,21
20/04/2020,W06000023,147,3
20/04/2020,E06000022,190,4
20/04/2020,N09000005,134,2
20/04/2020,S12000006,245,4
20/04/2020,E08000028,804,30
20/04/2020,E08000032,732,34
20/04/2020,E09000019,410,12
20/04/2020,E08000014,760,19
20/04/2020,W06000018,527,17
20/04/2020,S12000017,124,3
20/04/2020,E10000030,2504,77
20/04/2020,S12000050,641,103
20/04/2020,W06000006,198,10
20/04/2020,W06000024,206,7
20/04/2020,W06000013,329,8
20/04/2020,E06000044,242,1
20/04/2020,W06000003,167,24
20/04/2020,E08000009,549,23
20/04/2020,S12000018,249,17
20/04/2020,S12000028,220,13
20/04/2020,N09000004,120,6
20/04/2020,W06000002,180,10
20/04/2020,S12000042,607,19
20/04/2020,S12000008,225,10
20/04/2020,E06000051,362,13
20/04/2020,S12000026,243,4
20/04/2020,S12000038,285,23
20/04/2020,E08000008,447,14
20/04/2020,E06000014,215,15
20/04/2020,W06000020,281,3
20/04/2020,S12000039,171,15
20/04/2020,E06000031,183,11
20/04/2020,E06000005,224,14
20/04/2020,S12000045,193,12
20/04/2020,E06000046,76,0
20/04/2020,N09000009,110,7
20/04/2020,E06000026,250,9
20/04/2020,N09000002,289,13
20/04/2020,N09000003,866,45
20/04/2020,E08000029,501,26
20/04/2020,W06000005,195,14
20/04/2020,E06000027,168,11
20/04/2020,E08000021,835,28
20/04/2020,N09000010,145,4
20/04/2020,E08000007,767,30
20/04/2020,S12000023,6,0
20/04/2020,E08000002,527,24
20/04/2020,S12000040,231,36
20/04/2020,E06000006,306,10
20/04/2020,E08000018,593,23
20/04/2020,E09000005,1296,17
20/04/2020,E06000037,269,16
20/04/2020,S12000047,585,39
20/04/2020,E06000020,197,10
20/04/2020,E09000006,1002,19
20/04/2020,S12000034,236,18
20/04/2020,E08000036,505,16
20/04/2020,E06000040,231,6
20/04/2020,S12000020,30,0
20/04/2020,S12000036,916,74
20/04/2020,E09000026,687,17
20/04/2020,E10000028,1445,55
20/04/2020,E08000034,540,12
20/04/2020,W06000010,421,11
20/04/2020,W06000012,426,16
20/04/2020,S12000005,95,6
20/04/2020,E09000013,511,10
20/04/2020,E08000016,555,22
20/04/2020,E09000010,785,31
20/04/2020,E06000025,304,17
20/04/2020,S12000029,607,86
20/04/2020,W06000004,213,15
20/04/2020,S12000010,173,11
20/04/2020,E06000055,368,8
20/04/2020,S12000033,286,36
20/04/2020,S12000030,144,6
20/04/2020,S12000021,200,10
20/04/2020,S12000013,6,0
20/04/2020,E09000029,677,11
20/04/2020,W06000019,247,7
20/04/2020,E10000019,747,27
20/04/2020,E08000022,461,11
20/04/2020,W06000014,450,12
20/04/2020,E09000017,720,25
20/04/2020,E08000015,903,22
20/04/2020,E06000030,306,16
20/04/2020,E09000020,437,7
20/04/2020,E06000013,236,18
20/04/2020,W06000008,35,1
20/04/2020,E06000007,572,27
20/04/2020,S12000048,244,18
20/04/2020,E09000015,852,17
20/04/2020,W06000016,913,34
20/04/2020,S12000027,54,3
20/04/2020,E06000057,756,31
20/04/2020,S12000011,151,12
20/04/2020,E08000004,687,23
20/04/2020,E08000010,759,46
20/04/2020,E09000030,606,11
20/04/2020,E06000021,337,18
20/04/2020,E06000038,401,17
20/04/2020,E08000033,227,5
20/04/2020,E06000010,310,25
20/04/2020,W06000015,1486,44
20/04/2020,E10000007,1098,29
20/04/2020,E06000047,1175,63
20/04/2020,E10000025,1346,37
20/04/2020,E06000009,324,22
20/04/2020,E09000009,1013,24
20/04/2020,E08000011,473,25
20/04/2020,E10000024,1099,29
20/04/2020,E06000035,546,19
20/04/2020,E08000027,661,16
20/04/2020,S12000049,1203,94
20/04/2020,E10000015,2143,56
20/04/2020,E08000023,422,26
20/04/2020,E06000059,274,9
20/04/2020,E10000002,722,15
20/04/2020,E10000006,1589,44
20/04/2020,E06000034,267,6
20/04/2020,E08000017,410,19
20/04/2020,E10000018,848,31
20/04/2020,E06000008,269,9
20/04/2020,E08000037,695,26
20/04/2020,E10000011,513,13
20/04/2020,E06000015,459,9
20/04/2020,E06000042,410,7
20/04/2020,E09000031,732,15
20/04/2020,E09000033,589,4
20/04/2020,E06000024,167,5
20/04/2020,E06000033,275,8
20/04/2020,E08000003,1074,42
20/04/2020,E06000043,354,9
20/04/2020,E09000027,369,6
20/04/2020,E10000012,2288,107
20/04/2020,S12000041,279,13
20/04/2020,E08000012,1299,44
20/04/2020,S12000019,251,31
20/04/2020,E10000029,885,73
20/04/2020,E09000008,1317,26
20/04/2020,E09000016,639,14
20/04/2020,E09000012,617,14
20/04/2020,E09000011,638,10
20/04/2020,E10000020,1145,43
20/04/2020,E08000030,780,36
20/04/2020,E10000027,391,22
20/04/2020,E06000017,16,0
20/04/2020,E06000002,446,17
20/04/2020,E08000031,651,26
20/04/2020,E06000016,548,28
20/04/2020,E08000005,524,30
20/04/2020,E06000049,724,35
20/04/2020,E06000032,546,9
20/04/2020,E10000016,2892,119
20/04/2020,E09000024,645,14
20/04/2020,E08000001,713,28
20/04/2020,E10000032,1053,31
20/04/2020,E08000013,587,26
20/04/2020,E10000021,981,15
20/04/2020,E10000023,767,47
20/04/2020,E10000014,2407,84
20/04/2020,E09000022,1088,15
20/04/2020,E06000036,190,6
20/04/2020,E09000002,468,7
20/04/2020,E06000045,381,16
20/04/2020,E06000003,253,10
20/04/2020,E06000012,107,4
20/04/2020,E06000056,430,13
20/04/2020,E09000025,924,9
20/04/2020,E06000041,315,8
20/04/2020,E10000003,642,27
20/04/2020,E06000050,657,22
20/04/2020,E08000025,2547,59
20/04/2020,E06000023,510,21
20/04/2020,E09000014,535,5
20/04/2020,E09000003,1156,14
20/04/2020,E06000052,441,9
20/04/2020,E09000032,904,10
20/04/2020,E09000007,544,8
20/04/2020,E10000008,614,19
20/04/2020,E08000026,589,29
20/04/2020,E06000011,414,33
20/04/2020,E09000018,640,14
20/04/2020,E09000021,455,10
20/04/2020,E06000001,173,11
20/04/2020,E10000031,1030,36
20/04/2020,E06000058,365,9
20/04/2020,E06000018,473,19
20/04/2020,E06000054,361,10
20/04/2020,E09000004,636,14
20/04/2020,E09000023,899,14
20/04/2020,E10000034,1148,34
20/04/2020,E08000035,1226,63
20/04/2020,E06000004,314,17
20/04/2020,E06000039,348,8
20/04/2020,E08000024,1057,61
20/04/2020,E06000019,185,16
20/04/2020,E10000017,2440,92
20/04/2020,E08000006,661,18
20/04/2020,E09000028,1162,11
19/04/2020,N09000001,194,4
19/04/2020,N09000006,63,0
19/04/2020,N09000008,159,2
19/04/2020,W06000011,854,27
19/04/2020,N09000007,262,4
19/04/2020,S12000014,329,8
19/04/2020,N09000011,172,1
19/04/2020,S12000035,79,1
19/04/2020,E08000019,1795,56
19/04/2020,W06000022,620,4
19/04/2020,W06000001,55,4
19/04/2020,W06000009,166,2
19/04/2020,W06000021,218,4
19/04/2020,E10000013,1003,36
19/04/2020,W06000023,144,3
19/04/2020,E06000022,186,10
19/04/2020,N09000005,132,1
19/04/2020,S12000006,241,3
19/04/2020,E08000028,774,23
19/04/2020,E08000032,698,35
19/04/2020,E09000019,398,1
19/04/2020,E08000014,741,23
19/04/2020,W06000018,510,1
19/04/2020,S12000017,121,0
19/04/2020,E10000030,2427,77
19/04/2020,S12000050,538,9
19/04/2020,W06000006,188,6
19/04/2020,W06000024,199,3
19/04/2020,W06000013,321,2
19/04/2020,E06000044,241,3
19/04/2020,W06000003,143,10
19/04/2020,E08000009,526,12
19/04/2020,S12000018,232,7
19/04/2020,S12000028,207,6
19/04/2020,N09000004,114,2
19/04/2020,W06000002,170,6
19/04/2020,S12000042,588,2
19/04/2020,S12000008,215,7
19/04/2020,E06000051,349,17
19/04/2020,S12000026,239,1
19/04/2020,E06000014,200,9
19/04/2020,E08000008,433,13
19/04/2020,S12000038,262,6
19/04/2020,W06000020,278,2
19/04/2020,S12000039,156,6
19/04/2020,E06000031,172,5
19/04/2020,E06000005,210,8
19/04/2020,S12000045,181,4
19/04/2020,E06000046,76,1
19/04/2020,N09000009,103,1
19/04/2020,E06000026,241,19
19/04/2020,N09000003,821,18
19/04/2020,N09000002,276,7
19/04/2020,E08000029,475,9
19/04/2020,W06000005,181,2
19/04/2020,E06000027,157,24
19/04/2020,E08000021,807,28
19/04/2020,N09000010,141,1
19/04/2020,E08000007,737,34
19/04/2020,S12000023,6,0
19/04/2020,E08000002,503,15
19/04/2020,S12000040,195,7
19/04/2020,E06000006,296,10
19/04/2020,E08000018,570,26
19/04/2020,E09000005,1279,21
19/04/2020,E06000037,253,6
19/04/2020,S12000047,546,7
19/04/2020,E06000020,187,6
19/04/2020,E09000006,983,13
19/04/2020,S12000034,218,5
19/04/2020,E08000036,489,22
19/04/2020,E06000040,225,5
19/04/2020,S12000020,30,0
19/04/2020,S12000036,842,12
19/04/2020,E09000026,670,8
19/04/2020,E10000028,1390,53
19/04/2020,E08000034,528,37
19/04/2020,W06000010,410,16
19/04/2020,W06000012,410,10
19/04/2020,S12000005,89,1
19/04/2020,E09000013,501,6
19/04/2020,E09000010,754,13
19/04/2020,E08000016,533,29
19/04/2020,E06000025,287,11
19/04/2020,S12000029,521,12
19/04/2020,W06000004,198,6
19/04/2020,S12000010,162,5
19/04/2020,E06000055,360,5
19/04/2020,S12000033,250,11
19/04/2020,S12000030,138,2
19/04/2020,S12000021,190,6
19/04/2020,S12000013,6,0
19/04/2020,E09000029,666,13
19/04/2020,W06000019,240,2
19/04/2020,E10000019,720,34
19/04/2020,E08000022,450,17
19/04/2020,W06000014,438,14
19/04/2020,E09000017,695,24
19/04/2020,E08000015,881,42
19/04/2020,E06000030,290,16
19/04/2020,E09000020,430,1
19/04/2020,E06000013,218,7
19/04/2020,W06000008,34,1
19/04/2020,E06000007,545,22
19/04/2020,S12000048,226,2
19/04/2020,E09000015,835,26
19/04/2020,W06000016,879,23
19/04/2020,S12000027,51,0
19/04/2020,E06000057,725,35
19/04/2020,S12000011,139,2
19/04/2020,E08000004,664,31
19/04/2020,E08000010,713,42
19/04/2020,E09000030,595,6
19/04/2020,E06000021,319,14
19/04/2020,E06000038,384,8
19/04/2020,E08000033,222,5
19/04/2020,E06000010,285,18
19/04/2020,W06000015,1442,30
19/04/2020,E10000007,1069,42
19/04/2020,E06000047,1112,50
19/04/2020,E10000025,1309,35
19/04/2020,E06000009,302,29
19/04/2020,E09000009,989,17
19/04/2020,E08000011,448,17
19/04/2020,E10000024,1070,36
19/04/2020,E06000035,527,12
19/04/2020,E08000027,645,11
19/04/2020,S12000049,1109,22
19/04/2020,E10000015,2087,83
19/04/2020,E08000023,396,15
19/04/2020,E06000059,265,13
19/04/2020,E10000002,707,26
19/04/2020,E10000006,1545,20
19/04/2020,E06000034,261,4
19/04/2020,E08000017,391,21
19/04/2020,E10000018,817,40
19/04/2020,E06000008,260,9
19/04/2020,E08000037,669,33
19/04/2020,E10000011,500,17
19/04/2020,E06000015,450,9
19/04/2020,E09000031,717,19
19/04/2020,E06000042,403,7
19/04/2020,E09000033,585,4
19/04/2020,E06000024,162,4
19/04/2020,E06000033,267,7
19/04/2020,E08000003,1032,35
19/04/2020,E06000043,345,11
19/04/2020,E09000027,363,11
19/04/2020,E10000012,2181,79
19/04/2020,S12000041,266,0
19/04/2020,E08000012,1255,29
19/04/2020,S12000019,220,5
19/04/2020,E10000029,812,44
19/04/2020,E09000008,1291,14
19/04/2020,E09000016,625,15
19/04/2020,E09000012,603,10
19/04/2020,E09000011,628,8
19/04/2020,E10000020,1102,57
19/04/2020,E08000030,744,14
19/04/2020,E10000027,369,8
19/04/2020,E06000017,16,1
19/04/2020,E06000002,429,12
19/04/2020,E08000031,625,14
19/04/2020,E06000016,520,27
19/04/2020,E08000005,494,17
19/04/2020,E06000049,689,27
19/04/2020,E06000032,537,4
19/04/2020,E10000016,2773,86
19/04/2020,E08000001,685,36
19/04/2020,E09000024,631,13
19/04/2020,E10000032,1022,28
19/04/2020,E08000013,561,18
19/04/2020,E10000021,966,34
19/04/2020,E10000023,720,42
19/04/2020,E10000014,2323,64
19/04/2020,E09000022,1073,11
19/04/2020,E06000036,184,3
19/04/2020,E09000002,461,15
19/04/2020,E06000045,365,6
19/04/2020,E06000003,243,12
19/04/2020,E06000012,103,1
19/04/2020,E06000056,417,7
19/04/2020,E09000025,915,8
19/04/2020,E06000041,307,9
19/04/2020,E10000003,615,22
19/04/2020,E06000050,635,24
19/04/2020,E08000025,2488,64
19/04/2020,E06000023,489,15
19/04/2020,E09000014,530,17
19/04/2020,E09000003,1142,21
19/04/2020,E06000052,432,9
19/04/2020,E09000032,894,4
19/04/2020,E09000007,536,6
19/04/2020,E10000008,595,11
19/04/2020,E08000026,560,8
19/04/2020,E06000011,381,23
19/04/2020,E09000018,626,23
19/04/2020,E09000021,445,10
19/04/2020,E06000001,162,12
19/04/2020,E10000031,994,33
19/04/2020,E06000058,356,8
19/04/2020,E06000018,454,24
19/04/2020,E06000054,351,14
19/04/2020,E09000004,622,21
19/04/2020,E09000023,885,11
19/04/2020,E10000034,1114,61
19/04/2020,E08000035,1163,87
19/04/2020,E06000004,297,12
19/04/2020,E06000039,340,11
19/04/2020,E08000024,996,42
19/04/2020,E06000019,169,13
19/04/2020,E10000017,2348,87
19/04/2020,E08000006,643,21
19/04/2020,E09000028,1151,5
18/04/2020,N09000006,63,1
18/04/2020,N09000001,190,19
18/04/2020,N09000008,157,4
18/04/2020,W06000011,827,26
18/04/2020,N09000007,258,14
18/04/2020,S12000014,321,27
18/04/2020,N09000011,171,4
18/04/2020,S12000035,78,2
18/04/2020,E08000019,1739,67
18/04/2020,W06000022,616,9
18/04/2020,W06000001,51,2
18/04/2020,W06000009,164,3
18/04/2020,W06000021,214,2
18/04/2020,E10000013,967,36
18/04/2020,W06000023,141,15
18/04/2020,E06000022,176,5
18/04/2020,N09000005,131,0
18/04/2020,S12000006,238,4
18/04/2020,E08000028,751,40
18/04/2020,E08000032,663,36
18/04/2020,E09000019,397,4
18/04/2020,E08000014,718,40
18/04/2020,W06000018,509,23
18/04/2020,S12000017,121,0
18/04/2020,E10000030,2350,93
18/04/2020,S12000050,529,13
18/04/2020,W06000006,182,5
18/04/2020,W06000024,196,5
18/04/2020,W06000013,319,4
18/04/2020,E06000044,238,5
18/04/2020,W06000003,133,10
18/04/2020,E08000009,514,24
18/04/2020,S12000018,225,6
18/04/2020,S12000028,201,4
18/04/2020,N09000004,112,3
18/04/2020,W06000002,164,17
18/04/2020,S12000042,586,14
18/04/2020,S12000008,208,7
18/04/2020,E06000051,332,8
18/04/2020,S12000026,238,1
18/04/2020,E06000014,191,6
18/04/2020,E08000008,420,28
18/04/2020,W06000020,276,5
18/04/2020,S12000038,256,12
18/04/2020,S12000039,150,3
18/04/2020,E06000031,167,2
18/04/2020,E06000005,202,10
18/04/2020,S12000045,177,6
18/04/2020,E06000046,75,4
18/04/2020,N09000009,102,0
18/04/2020,E06000026,222,7
18/04/2020,N09000003,803,29
18/04/2020,N09000002,269,5
18/04/2020,E08000029,466,21
18/04/2020,W06000005,179,5
18/04/2020,E06000027,133,4
18/04/2020,N09000010,140,0
18/04/2020,E08000021,779,36
18/04/2020,E08000007,703,39
18/04/2020,S12000023,6,0
18/04/2020,E08000002,488,37
18/04/2020,S12000040,188,10
18/04/2020,E08000018,544,28
18/04/2020,E06000006,286,16
18/04/2020,E09000005,1258,28
18/04/2020,E06000037,247,14
18/04/2020,S12000047,539,9
18/04/2020,E06000020,181,18
18/04/2020,E09000006,970,15
18/04/2020,S12000034,213,8
18/04/2020,E06000040,220,3
18/04/2020,E08000036,467,21
18/04/2020,S12000020,30,2
18/04/2020,S12000036,830,30
18/04/2020,E09000026,662,7
18/04/2020,E10000028,1337,70
18/04/2020,E08000034,491,25
18/04/2020,W06000010,394,10
18/04/2020,W06000012,400,15
18/04/2020,E09000013,495,4
18/04/2020,S12000005,88,7
18/04/2020,E08000016,504,17
18/04/2020,E09000010,741,17
18/04/2020,E06000025,276,9
18/04/2020,S12000029,509,11
18/04/2020,W06000004,192,13
18/04/2020,S12000010,157,3
18/04/2020,E06000055,355,13
18/04/2020,S12000033,239,16
18/04/2020,S12000030,136,3
18/04/2020,S12000021,184,7
18/04/2020,S12000013,6,0
18/04/2020,E09000029,653,20
18/04/2020,W06000019,238,9
18/04/2020,E10000019,686,17
18/04/2020,E08000022,433,21
18/04/2020,W06000014,424,7
18/04/2020,E09000017,671,21
18/04/2020,E08000015,839,45
18/04/2020,E06000030,274,6
18/04/2020,E09000020,429,6
18/04/2020,E06000013,211,12
18/04/2020,W06000008,33,0
18/04/2020,E06000007,523,44
18/04/2020,S12000048,224,0
18/04/2020,E09000015,809,15
18/04/2020,W06000016,856,22
18/04/2020,S12000027,51,0
18/04/2020,E06000057,690,51
18/04/2020,S12000011,137,2
18/04/2020,E08000004,633,31
18/04/2020,E09000030,589,6
18/04/2020,E08000010,671,71
18/04/2020,E06000021,305,14
18/04/2020,E06000038,376,7
18/04/2020,E08000033,217,6
18/04/2020,E06000010,267,24
18/04/2020,W06000015,1412,37
18/04/2020,E10000007,1027,34
18/04/2020,E06000047,1062,77
18/04/2020,E10000025,1274,45
18/04/2020,E06000009,273,27
18/04/2020,E09000009,972,19
18/04/2020,E08000011,431,12
18/04/2020,E10000024,1034,40
18/04/2020,E06000035,515,17
18/04/2020,E08000027,634,49
18/04/2020,S12000049,1087,42
18/04/2020,E10000015,2004,55
18/04/2020,E08000023,381,17
18/04/2020,E06000059,252,9
18/04/2020,E10000002,681,22
18/04/2020,E10000006,1525,24
18/04/2020,E06000034,257,6
18/04/2020,E08000017,370,29
18/04/2020,E10000018,777,36
18/04/2020,E06000008,251,18
18/04/2020,E08000037,636,36
18/04/2020,E10000011,483,23
18/04/2020,E06000015,441,10
18/04/2020,E06000042,396,5
18/04/2020,E09000031,698,15
18/04/2020,E09000033,581,3
18/04/2020,E06000024,158,6
18/04/2020,E06000033,260,1
18/04/2020,E08000003,997,55
18/04/2020,E06000043,334,15
18/04/2020,E09000027,352,6
18/04/2020,E10000012,2102,78
18/04/2020,S12000041,266,4
18/04/2020,E08000012,1226,46
18/04/2020,S12000019,215,11
18/04/2020,E10000029,768,70
18/04/2020,E09000008,1277,32
18/04/2020,E09000016,610,11
18/04/2020,E09000012,593,6
18/04/2020,E09000011,620,10
18/04/2020,E10000020,1045,41
18/04/2020,E08000030,730,24
18/04/2020,E10000027,361,14
18/04/2020,E06000017,15,0
18/04/2020,E06000002,417,28
18/04/2020,E08000031,611,26
18/04/2020,E06000016,493,18
18/04/2020,E08000005,477,26
18/04/2020,E06000049,662,37
18/04/2020,E06000032,533,35
18/04/2020,E10000016,2687,102
18/04/2020,E09000024,618,9
18/04/2020,E08000001,649,34
18/04/2020,E10000032,994,53
18/04/2020,E08000013,543,35
18/04/2020,E10000021,932,31
18/04/2020,E10000023,678,26
18/04/2020,E10000014,2259,78
18/04/2020,E09000022,1062,17
18/04/2020,E06000036,181,7
18/04/2020,E09000002,446,7
18/04/2020,E06000045,359,14
18/04/2020,E06000003,231,11
18/04/2020,E06000012,102,2
18/04/2020,E06000056,410,15
18/04/2020,E09000025,907,9
18/04/2020,E06000041,298,4
18/04/2020,E06000050,611,25
18/04/2020,E10000003,593,14
18/04/2020,E08000025,2424,109
18/04/2020,E06000023,474,13
18/04/2020,E09000014,513,4
18/04/2020,E09000003,1121,15
18/04/2020,E06000052,423,15
18/04/2020,E09000032,890,12
18/04/2020,E09000007,530,15
18/04/2020,E10000008,584,19
18/04/2020,E08000026,552,15
18/04/2020,E06000011,358,13
18/04/2020,E09000018,603,14
18/04/2020,E09000021,435,20
18/04/2020,E10000031,961,75
18/04/2020,E06000001,150,26
18/04/2020,E06000058,348,13
18/04/2020,E06000018,430,9
18/04/2020,E06000054,337,11
18/04/2020,E09000004,601,10
18/04/2020,E09000023,874,6
18/04/2020,E10000034,1053,69
18/04/2020,E08000035,1076,53
18/04/2020,E06000004,285,13
18/04/2020,E06000039,329,8
18/04/2020,E08000024,954,54
18/04/2020,E06000019,156,11
18/04/2020,E10000017,2261,117
18/04/2020,E08000006,622,36
18/04/2020,E09000028,1146,17
17/04/2020,N09000001,171,16
17/04/2020,N09000006,62,1
17/04/2020,N09000008,153,13
17/04/2020,W06000011,801,37
17/04/2020,N09000007,244,15
17/04/2020,S12000014,294,17
17/04/2020,N09000011,167,11
17/04/2020,S12000035,76,4
17/04/2020,E08000019,1672,39
17/04/2020,W06000022,607,10
17/04/2020,W06000001,49,4
17/04/2020,W06000009,161,9
17/04/2020,W06000021,212,5
17/04/2020,E10000013,931,28
17/04/2020,W06000023,126,3
17/04/2020,E06000022,171,6
17/04/2020,S12000006,234,6
17/04/2020,N09000005,131,3
17/04/2020,E08000028,711,21
17/04/2020,E08000032,627,38
17/04/2020,E09000019,393,12
17/04/2020,E08000014,678,26
17/04/2020,S12000017,121,2
17/04/2020,W06000018,486,12
17/04/2020,S12000050,516,14
17/04/2020,E10000030,2257,103
17/04/2020,W06000006,177,13
17/04/2020,W06000024,191,14
17/04/2020,W06000013,315,15
17/04/2020,E06000044,233,9
17/04/2020,W06000003,123,13
17/04/2020,E08000009,490,11
17/04/2020,S12000018,219,10
17/04/2020,S12000028,197,14
17/04/2020,N09000004,109,9
17/04/2020,W06000002,147,7
17/04/2020,S12000042,572,17
17/04/2020,S12000008,201,5
17/04/2020,E06000051,324,21
17/04/2020,S12000026,237,6
17/04/2020,E06000014,185,14
17/04/2020,E08000008,392,12
17/04/2020,S12000038,244,10
17/04/2020,W06000020,271,5
17/04/2020,S12000039,147,12
17/04/2020,E06000031,165,12
17/04/2020,E06000005,192,8
17/04/2020,S12000045,171,2
17/04/2020,E06000046,71,1
17/04/2020,N09000009,102,5
17/04/2020,E06000026,215,16
17/04/2020,N09000003,774,44
17/04/2020,N09000002,264,20
17/04/2020,E08000029,445,11
17/04/2020,W06000005,174,10
17/04/2020,E06000027,129,17
17/04/2020,N09000010,140,8
17/04/2020,E08000021,743,29
17/04/2020,E08000007,664,21
17/04/2020,S12000023,6,1
17/04/2020,E08000002,451,31
17/04/2020,S12000040,178,9
17/04/2020,E06000006,270,10
17/04/2020,E08000018,516,22
17/04/2020,E09000005,1230,38
17/04/2020,E06000037,233,10
17/04/2020,S12000047,530,21
17/04/2020,E06000020,163,10
17/04/2020,E09000006,955,26
17/04/2020,S12000034,205,21
17/04/2020,E06000040,217,10
17/04/2020,E08000036,446,16
17/04/2020,S12000020,28,2
17/04/2020,S12000036,800,67
17/04/2020,E09000026,655,20
17/04/2020,E10000028,1267,48
17/04/2020,E08000034,466,18
17/04/2020,W06000010,384,28
17/04/2020,W06000012,385,19
17/04/2020,E09000013,491,17
17/04/2020,S12000005,81,5
17/04/2020,E08000016,487,19
17/04/2020,E09000010,724,36
17/04/2020,E06000025,267,7
17/04/2020,S12000029,498,16
17/04/2020,W06000004,179,14
17/04/2020,S12000010,154,9
17/04/2020,E06000055,342,17
17/04/2020,S12000033,223,18
17/04/2020,S12000030,133,4
17/04/2020,S12000021,177,9
17/04/2020,S12000013,6,0
17/04/2020,E09000029,633,24
17/04/2020,W06000019,229,10
17/04/2020,E10000019,669,27
17/04/2020,E08000022,412,24
17/04/2020,W06000014,417,10
17/04/2020,E09000017,650,33
17/04/2020,E08000015,794,30
17/04/2020,E06000030,268,11
17/04/2020,E09000020,423,8
17/04/2020,E06000013,199,19
17/04/2020,W06000008,33,0
17/04/2020,E06000007,479,13
17/04/2020,S12000048,224,14
17/04/2020,E09000015,794,28
17/04/2020,W06000016,834,43
17/04/2020,S12000027,51,0
17/04/2020,E06000057,639,39
17/04/2020,S12000011,135,6
17/04/2020,E08000004,602,21
17/04/2020,E08000010,600,39
17/04/2020,E06000021,291,16
17/04/2020,E09000030,583,3
17/04/2020,E06000038,369,20
17/04/2020,E08000033,211,14
17/04/2020,E06000010,243,15
17/04/2020,W06000015,1375,41
17/04/2020,E10000007,993,46
17/04/2020,E06000047,985,56
17/04/2020,E10000025,1229,48
17/04/2020,E06000009,246,20
17/04/2020,E09000009,953,22
17/04/2020,E08000011,419,26
17/04/2020,E10000024,994,61
17/04/2020,E06000035,498,26
17/04/2020,E08000027,585,26
17/04/2020,S12000049,1045,38
17/04/2020,E10000015,1949,88
17/04/2020,E08000023,364,26
17/04/2020,E06000059,243,9
17/04/2020,E10000002,659,32
17/04/2020,E10000006,1501,31
17/04/2020,E06000034,251,5
17/04/2020,E08000017,341,24
17/04/2020,E10000018,741,41
17/04/2020,E06000008,233,5
17/04/2020,E08000037,600,30
17/04/2020,E10000011,460,25
17/04/2020,E06000015,431,16
17/04/2020,E09000031,683,11
17/04/2020,E06000042,391,13
17/04/2020,E09000033,578,8
17/04/2020,E06000024,152,18
17/04/2020,E06000033,259,1
17/04/2020,E08000003,942,15
17/04/2020,E06000043,319,15
17/04/2020,E09000027,346,7
17/04/2020,E10000012,2024,67
17/04/2020,S12000041,262,7
17/04/2020,E08000012,1180,36
17/04/2020,S12000019,204,27
17/04/2020,E10000029,698,37
17/04/2020,E09000008,1245,34
17/04/2020,E09000016,599,10
17/04/2020,E09000012,587,10
17/04/2020,E09000011,610,12
17/04/2020,E10000020,1004,56
17/04/2020,E08000030,706,34
17/04/2020,E10000027,347,34
17/04/2020,E06000017,15,0
17/04/2020,E06000002,389,20
17/04/2020,E08000031,585,27
17/04/2020,E06000016,475,12
17/04/2020,E08000005,451,16
17/04/2020,E06000049,625,31
17/04/2020,E06000032,498,25
17/04/2020,E10000016,2585,183
17/04/2020,E09000024,609,21
17/04/2020,E08000001,615,26
17/04/2020,E10000032,941,47
17/04/2020,E08000013,508,23
17/04/2020,E10000021,901,24
17/04/2020,E10000023,652,26
17/04/2020,E10000014,2181,96
17/04/2020,E09000022,1045,12
17/04/2020,E06000036,174,8
17/04/2020,E09000002,439,9
17/04/2020,E06000045,345,20
17/04/2020,E06000003,220,7
